class_gt,class_pred,smiles
3.1.1,3.1.5,CCCC[N+](CCCC)(CCCC)CCCC.CCOC(=O)Cc1cccc(NC(=O)c2ccc(Br)o2)c1.CN(C)c1ccc(B(O)O)cc1.O.O=C([O-])[O-].[Br-].[K+].[K+].[Pd]>>CCOC(=O)Cc1cccc(NC(=O)c2ccc(-c3ccc(N(C)C)cc3)o2)c1
3.3.1,8.1.5,C#CCO.C1COCCO1.CCN(CC)CC.CCO.CCOCC.Cl[Pd-2](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.O=C(N[C@H]1CN2CCC1CC2)c1cn2c(Br)ccc2cn1.O=C(O)[C@@H](O)[C@H](O)C(=O)O.[Cu+].[I+]>>O=C(N[C@H]1CN2CCC1CC2)c1cn2c(C#CCO)ccc2cn1.O=C(O)C(O)C(O)C(=O)O
1.3.8,1.3.7,Cl.N#Cc1c(F)cccc1F.Nc1ccccc1>>N#Cc1c(F)cccc1Nc1ccccc1
1.2.5,8.1.5,CO.CON.Cl.Cl.O=C1CC2(CCCCC2)Oc2ccccc21.c1ccncc1>>NC1CC2(CCCCC2)Oc2ccccc21
6.2.2,1.7.6,CC(C)(C)OC(=O)N1CCC(COC(C(=O)O)c2cc(Cl)cc3cn(COCC[Si](C)(C)C)nc23)(c2ccc(F)cc2)CC1.CO.COC(=O)C(OCC1(c2ccc(F)cc2)CCN(C(=O)OC(C)(C)C)CC1)c1cc(Cl)cc2cn[nH]c12.ClCCl>>CC(C)(C)OC(=O)N1CCC(COC(C(=O)O)c2cc(Cl)cc3cn[nH]c23)(c2ccc(F)cc2)CC1
1.3.7,1.2.4,CC(C)=O.CC(C)=O.Cl.O.O.O=C([O-])O.O=[N+]([O-])c1ccc(-c2nc(Cl)nc(Cl)n2)cc1.OC[C@@H]1CC[C@H](CO)N1.[Na+]>>O=[N+]([O-])c1ccc(-c2nc(Cl)nc(N3[C@H](CO)CC[C@@H]3CO)n2)cc1
1.2.5,1.2.1,C1CCOC1.CC(=O)O.CO.C[C@]12CC[C@@H]3c4ccccc4CC[C@H]3[C@@H]1CCC2=O.NCc1ccccc1>>C[C@]12CC[C@@H]3c4ccccc4CC[C@H]3[C@@H]1CC[C@@H]2NCc1ccccc1
1.2.1,8.1.4,CC(C)(C)OC(=O)NCC=O.CCOC(C)=O.ClCCl.N[C@@H](CC1CCCCC1)C(=O)Nc1nccs1>>CC(C)(C)OC(=O)NCCN[C@@H](CC1CCCCC1)C(=O)Nc1nccs1
1.3.7,1.2.4,CCOc1ccc(N)cc1.CN(C)c1ccccc1.ClC(Cl)Cl.O=C(O)c1c(Cl)ccc([N+](=O)[O-])c1Cl>>CCOc1ccc(Nc2c([N+](=O)[O-])ccc(Cl)c2C(=O)O)cc1
8.1.4,1.7.7,O=CCCOCCCCc1ccccc1.OCCCOCC(F)(F)c1ccccc1>>O=CCCOCC(F)(F)c1ccccc1
2.1.1,1.2.5,CC(C)=O.CCSC(=O)Cl.NCCOc1ccc(Sc2ccccc2)cc1.O=C([O-])[O-].[K+].[K+]>>CCSC(=O)NCCOc1ccc(Sc2ccccc2)cc1
1.6.4,9.1.6,CO.COC(=O)c1ccc[nH]1.COC(=O)c1cnc(Cl)c([N+](=O)[O-])c1.CS(C)=O.O=S(Cl)Cl.[H-].[Na+]>>COC(=O)c1cnc(-n2cccc2C(=O)OC)c([N+](=O)[O-])c1
1.7.9,1.7.4,ClCCl.Clc1ccc2c(c1)C(Br)c1cc(Cl)ccc1OCO2.O=C([O-])[O-].OCCBr.[K+].[K+]>>Clc1ccc2c(c1)C(OCCBr)c1cc(Cl)ccc1OCO2
10.4.2,2.2.3,CCOC(=O)COc1cc(C)c(S(=O)(=O)Cl)cc1C.CCOC(=O)COc1ccc(S)cc1C>>CCOC(=O)COc1cc(C)c(S)cc1C
2.1.1,7.3.1,CC#N.CCN(CC)CC1CCCN(CCN)C1.O=C1Nc2cccnc2N(C(=O)Cl)c2cc(Cl)ccc21>>CCN(CC)CC1CCCN(CCNC(=O)N2c3cc(Cl)ccc3C(=O)Nc3cccnc32)C1
1.6.4,1.6.8,Cc1ccc(Cl)cc1.Cc1ccccc1.c1ccc2[nH]ccc2c1>>Cc1ccc(-n2ccc3ccccc32)cc1
1.6.8,10.4.2,CI.Cc1c(C23CC4CC(CC(C4)C2)C3)c(=O)[nH]n1-c1ccc(F)cc1.Cc1c(C23CC4CC(CC(C4)C2)C3)c(=O)[nH]n1-c1ccccn1>>Cc1c(C23CC4CC(CC(C4)C2)C3)c(=O)n(C)n1-c1ccc(F)cc1
2.2.3,10.4.2,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Cl)n2)s1.Nc1cccc(-c2nc(N3CCOCC3)sc2-c2ccnc(Cl)n2)c1F.O=S(=O)(Cl)c1ccco1>>O=S(=O)(Nc1cccc(-c2nc(N3CCOCC3)sc2-c2ccnc(Cl)n2)c1F)c1ccco1
10.4.2,6.2.2,CCO.CCc1cc(C(=O)OC)c2ccc(C(C)C)ccc1-2.Cl.O.[K+].[OH-]>>CCOC(=O)c1cc(CC)c2ccc(C(C)C)ccc1-2
1.6.4,2.1.1,CCN(CC)CC.CNOC.ClC(Cl)Cl.O.O=C(Cl)c1ccc(-c2ccc(Cl)cc2Cl)cc1>>CON(C)C(=O)c1ccc(-c2ccc(Cl)cc2Cl)cc1
1.7.9,1.6.8,CCCI.COc1cc2c(N3CCC(n4c(=O)c5cc(C)ccc5n(C)c4=O)CC3)ncnc2cc1O>>CCCOc1cc2ncnc(N3CCC(n4c(=O)c5cc(C)ccc5n(C)c4=O)CC3)c2cc1OC
10.4.2,1.2.4,CC(C)(C)OC(=O)N1CCC2(CC1)OCCO2.CC1CC(=O)CCN1C(=O)OC(C)(C)C.CI.CN(C)CCN(C)C.O.[Li]C(C)CC>>CC1CC2(CCN1C(=O)OC(C)(C)C)OCCO2
10.1.2,1.7.9,CC#N.CCC(=O)CC(=O)CC.CCCC[N+](CCCC)(CCCC)CCCC.CS(C)=O.C[Si](C)(C)Cl.O.[Br-]>>CCC(=O)C(Cl)C(=O)CC
1.7.6,2.1.2,COC(=O)c1ccc(N)cc1Cl.COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2ccc(C(=O)Nc3ccc(C(=O)O)c(Cl)c3)cc21>>COC(=O)c1ccc(NC(=O)c2ccc3c(c2)N(S(=O)(=O)c2cc(Cl)ccc2OC)CCO3)cc1Cl
6.2.2,9.1.6,COC(=O)COc1ccc(SCc2ccc(Cc3ccc(C(F)(F)F)cc3)cc2)c2c1CCC2.FC(F)(F)c1ccc(-c2ccc(CCl)cc2)cc1.O=S(Cl)Cl.OCc1ccc(Cc2ccc(C(F)(F)F)cc2)cc1>>O=C(O)COc1ccc(SCc2ccc(Cc3ccc(C(F)(F)F)cc3)cc2)c2c1CCC2
1.2.4,1.6.8,CI.CNc1nc(C(C)c2ccc(-c3ccccc3)c(F)c2)cs1.O.[Na+].[OH-].c1ccccc1>>CC(c1ccc(-c2ccccc2)c(F)c1)c1csc(N(C)C)n1
1.6.4,2.1.1,CCOC(=O)c1cc2cc(F)ccc2n1NCc1ccc(F)cc1.COC(=O)CC(=O)Cl>>CCOC(=O)c1cc2cc(F)ccc2n1N(Cc1ccc(F)cc1)C(=O)CC(=O)OC
1.3.7,1.7.9,Br.CCOCCO.COc1cc(N)c(Br)cc1Cl.Cl.N#Cc1cnc2c(c1Cl)C=C1N=CN=C1C2.O=C([O-])O.[Na+].c1ccncc1>>COc1cc(Nc2c(C#N)cnc3c2C=C2N=CN=C2C3)c(Br)cc1Cl
7.1.1,10.4.2,CC(=O)O.CCO.C[C@@H](O)[C@@](C)(CO)[N+](=O)[O-]>>CC(=O)O.C[C@@H](O)[C@](C)(N)CO
1.3.8,1.3.7,C1COCCO1.CCOC(=O)C(=CNC1CC1)C(=O)c1cc(F)c(-n2cccc2)cc1F.O.[H-].[Na+]>>CCOC(=O)c1cn(C2CC2)c2cc(-n3cccc3)c(F)cc2c1=O
7.1.1,1.3.8,CCO.N.O.O=C(O)c1ccccc1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-].[Cl-].[NH4+]>>Nc1cc([N+](=O)[O-])ccc1Nc1ccccc1C(=O)O
1.7.9,1.6.8,CC(C)(C)OC(=O)N1CCC(CCI)CC1.CCC(CO)n1cnc2cnc3ccccc3c21.CN(C)C=O.[Cl-].[H-].[NH4+].[Na+]>>CCC(COCCC1CCN(C(=O)OC(C)(C)C)CC1)n1cnc2cnc3ccccc3c21
6.2.1,10.4.2,CCCCCCCCc1ccc(NC(=O)NCCC(=O)OCC)cc1.CCOC(=O)CNC(=O)N1CCc2c(-c3noc(-c4ccc(OCC)c(OCC)c4)n3)cccc21>>CCOc1ccc(-c2nc(-c3cccc4c3CCN4C(=O)NCC(=O)O)no2)cc1OCC
1.7.9,7.2.1,C1CCOC1.CC(=O)N(C)C.CO.CSc1nc(Cl)c(C(=O)O)c(Cl)n1.[H-].[Na+]>>COc1nc(SC)nc(Cl)c1C(=O)O
1.7.7,2.6.1,CCN(CC)CC.Cc1cc(Br)ccc1C(=O)O.O=C(Cl)C(=O)Cl.OC1CCN(Cc2ccccc2)CC1>>Cc1cc(Br)ccc1C(=O)OC1CCN(Cc2ccccc2)CC1
1.7.9,1.6.2,BrCc1ccccc1.CC#N.CCCCC(F)(F)C(O)CC[C@H]1[C@H](OC2CCCCO2)C[C@H](O)[C@@H]1CCCCCCC(=O)O.CCN(C(C)C)C(C)C>>CCCCC(F)(F)C(O)CC[C@H]1[C@H](OC2CCCCO2)C[C@H](O)[C@@H]1CCCCCCC(=O)OCc1ccccc1
1.6.4,3.1.1,CC(C)(C)[O-].Cc1ccccc1.N#CC1(c2cccc(Sc3ccc4c(Cl)cc(Cl)nc4c3)c2)CCOCC1.N=C(c1ccccc1)c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Na+].[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1>>N#CC1(c2cccc(Sc3ccc4c(Cl)cc(N=C(c5ccccc5)c5ccccc5)nc4c3)c2)CCOCC1
10.1.2,10.4.2,C1CCOC1.CC(C)NC(C)C.CCOCC.CCOP(=O)(Cc1ccc(Cl)cc1)OCC.O=S(=O)(Cl)C(F)(F)F.O=[PH]([O-])[O-].[Cl-].[Li]CCCC.[NH4+]>>CCOP(=O)(OCC)C(Cl)c1ccc(Cl)cc1
1.7.9,6.3.7,CO.CS(C)=O.Nc1cc(Cl)c(C(F)(F)F)cc1[N+](=O)[O-].[K+].[OH-]>>COc1cc(N)c([N+](=O)[O-])cc1C(F)(F)F
1.3.7,10.4.2,CN(C)C=O.Cc1cc(C)nc(C)c1.Clc1ccc2c(c1)CCN2.O=[N+]([O-])c1cc(Cl)ccc1Cl>>O=[N+]([O-])c1cc(Cl)ccc1N1CCc2cc(Cl)ccc21
1.7.9,2.6.1,N#CSCCl.OC(=S)c1ccccc1Cl>>N#CSCOC(=S)c1ccccc1Cl
10.4.2,10.1.2,C1CCC2=NCCCN2CC1.c1ccc(-c2nc3ccccc3[nH]2)cc1>>Cn1c(-c2ccccc2)nc2ccccc21
10.1.2,2.1.1,CCN(CC)CC.CCNC(=O)Nc1cn2ccc(-c3cccnc3)cc2n1.CCOCC.ClCCl.O=C(Cl)Oc1ccccc1>>CCNC(=O)Nc1nc2cc(-c3cccnc3)ccn2c1Cl
1.3.7,1.3.8,CC(C)N.CCO.Cc1c(Cl)cc([N+](=O)[O-])c(Cl)c1[N+](=O)[O-]>>Cc1c(Cl)cc([N+](=O)[O-])c(NC(C)C)c1[N+](=O)[O-]
1.6.2,1.7.9,N#Cc1cc(F)c(CBr)cc1F.O=C([O-])[O-].O=S(=O)(N[C@@H]1CCCC[C@H]1CO)c1ccc(Cl)cc1.O=S(=O)(c1ccc(Cl)cc1)N(Cc1ccc(-c2ncco2)c(F)c1F)[C@@H]1CCCC[C@H]1CO.[Cs+].[Cs+]>>N#Cc1cc(F)c(CN([C@@H]2CCCC[C@H]2CO)S(=O)(=O)c2ccc(Cl)cc2)cc1F
1.3.7,10.4.2,C1CCOC1.CCOC(C)=O.C[Si](C)(C)[N-][Si](C)(C)C.Cl.Nc1ccc(Br)cc1Cl.O=C(O)c1cnc(Cl)c(Cl)c1Cl.[Li+]>>O=C(O)c1cnc(Cl)c(Cl)c1Nc1ccc(Br)cc1Cl
10.2.1,10.4.2,COCC(C)[N+](=O)[O-].ClCCl.N#C[Fe-3](C#N)(C#N)(C#N)(C#N)C#N.O.O=N[O-].O=S(=O)([O-])OOS(=O)(=O)[O-].[K].[Na+].[Na+].[Na+].[Na+].[OH-]>>COCC(C)([N+](=O)[O-])[N+](=O)[O-]
10.4.2,9.3.1,C=C(C)C(=O)O.C=CC(=O)O.CCP(=O)(O)CCC(=O)Cl.CCP(Cl)Cl.[Cl-].c1ccccc1>>CCP(=O)(O)CC(C)C(=O)Cl.[Cl-]
1.6.4,2.1.1,ClCCl.Nc1ncccn1.O=c1cnn(-c2cc(Cl)c(C(Cl)c3ccc(Cl)cc3)c(Cl)c2)c(=O)[nH]1>>O=c1cnn(-c2cc(Cl)c(C(Nc3ncccn3)c3ccc(Cl)cc3)c(Cl)c2)c(=O)[nH]1
1.3.7,1.7.7,CCOCCO.COc1cc(N)c(C)cc1Cl.Cl.N#Cc1cnc2cc(Cl)c([N+](=O)[O-])cc2c1Cl.O.O=C([O-])O.[Na+].c1ccncc1>>COc1cc(Nc2c(C#N)cnc3cc(Cl)c([N+](=O)[O-])cc23)c(C)cc1Cl
1.6.2,1.3.6,Brc1csc(Br)n1.CC(C)(C)OC(=O)Cn1c(=O)[nH]c2ccccc21>>CC(C)(C)OC(=O)Cn1c(=O)n(-c2nc(Br)cs2)c2ccccc21
5.1.1,1.6.4,C=CCN.CC(C)(C)OC(=O)N=[N+]=[N-].CCN(CC)CC.ClCCl.O>>C=CCNC(=O)OC(C)(C)C
6.2.1,2.6.3,CC(=O)O.CCOC(=O)c1cc2oc3ccccc3c(=O)c2nc1O.O=S(=O)(O)O>>O=C(O)c1cc2oc3ccccc3c(=O)c2nc1O
3.1.1,3.1.5,CO.COC(=O)c1ccnc(Br)c1.ClCCl.Cl[Pd]Cl.O=C([O-])[O-].OB(O)c1cc(F)c(F)c(F)c1.[K+].[K+]>>COC(=O)c1ccnc(-c2cc(F)c(F)c(F)c2)c1
1.6.4,2.6.1,CN(C)c1ccncc1.CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc5[nH]ccc45)c23)CC1.ClCCl.O=C(Cl)c1ccc(F)cc1>>CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc5c4ccn5C(=O)c4ccc(F)cc4)c23)CC1
2.1.1,2.6.1,C#Cc1ccc([C@@H]2[C@H](c3ccc(C#C)cc3)N=C(c3ccc(C(C)(C)C)cc3OCC)N2C(=O)Cl)cc1.O=C1CNCCN1>>C#Cc1ccc([C@@H]2[C@H](c3ccc(C#C)cc3)N=C(c3ccc(C(C)(C)C)cc3OCC)N2C(=O)N2CCNC(=O)C2)cc1
1.6.2,1.6.4,CC#N.CC(Br)c1ccc(F)nc1.CC(C)(C)OC(=O)N1CCNCC1.ClC(Cl)Cl.O.O=C([O-])[O-].[I-].[K+].[K+].[K+]>>CC(c1ccc(F)nc1)N1CCN(C(=O)OC(C)(C)C)CC1
1.3.7,1.2.5,CC#N.CC(C)=O.CO.COc1ccc(Nc2nc(Cl)nc(Cl)n2)cc1Cl.NC1CC1.O.[Na+].[OH-]>>COc1ccc(Nc2nc(Cl)nc(NC3CC3)n2)cc1Cl
9.1.6,8.1.5,C1CCOC1.CC(C)(C)OCC(O)CN1CCCC1.Cc1ccccc1.Cl>>CC(C)(C)OCC(Cl)CN1CCCC1
2.1.1,7.1.1,CC(C)O.CCCCCCCCCCCCS(=O)(=O)C(CC)C(=O)Cl.CCCOC(C)=O.Nc1cc2oc(=O)[nH]c2cc1F.O.O=C[O-].O=c1[nH]c2cc(F)c([N+](=O)[O-])cc2o1.[K+]>>CCCCCCCCCCCCS(=O)(=O)C(CC)C(=O)Nc1cc2oc(=O)[nH]c2cc1F
1.6.4,2.1.1,CCN(C(C)C)C(C)C.CNOC.Cl.ClCCl.O=C(Cl)c1ccccc1-c1ncco1>>CON(C)C(=O)c1ccccc1-c1ncco1
1.6.8,1.2.4,CC(C)I.CN(C)C=O.COC(=O)c1sc(-c2ccccc2)cc1NC(=O)c1ccc(Cl)cc1Cl.N#N.[H-].[Na+]>>COC(=O)c1sc(-c2ccccc2)cc1N(C(=O)c1ccc(Cl)cc1Cl)C(C)C
1.3.8,10.4.2,C1CCOC1.C1COCCO1.CC(C)NC(C)C.CC(C)[N-]C(C)C.Cl.Nc1ccc(F)cc1F.O=C(O)c1cc(F)c(F)cc1F.[Li+].[Li]CCCC>>O=C(O)c1cc(F)c(F)cc1Nc1ccc(F)cc1F
2.1.1,2.6.1,CCOC(=O)C(=O)Cl.NC1N=C2C(=Cc3ccccc32)S1.c1ccncc1>>CCOC(=O)C(=O)NC1N=C2C(=Cc3ccccc32)S1
9.1.6,9.3.1,CC(C)=O.CCOC(=O)c1cnc2ccccc2c1O.CN(C)C=O.ClC(Cl)Cl.O=C(Cl)C(=O)Cl>>CCOC(=O)c1cnc2ccccc2c1Cl
1.6.2,1.3.6,Cc1nc(Br)sc1C(=O)NCc1ccccc1.O=c1[nH]ccc2c(OCc3ccccc3)cccc12>>Cc1nc(-n2ccc3c(OCc4ccccc4)cccc3c2=O)sc1C(=O)NCc1ccccc1
6.3.1,10.4.2,O=C(O)c1ccc(OCc2ccc3ccccc3n2)cc1.O=C(OCc1ccccc1)c1ccc(OCc2ccccc2)cc1F>>O=C(O)c1ccc(OCc2ccccc2)cc1F
2.1.1,2.6.1,C1CCOC1.CC(=O)Cl.CCOC(C)=O.Nc1nc2ccc(Oc3cccc(NC(=O)C(F)(F)F)c3)cc2s1.O.c1ccncc1>>CC(=O)Nc1nc2ccc(Oc3cccc(NC(=O)C(F)(F)F)c3)cc2s1
1.3.7,2.1.1,ClC1=NN(c2ccccc2)CC1.ClCCl.Nc1ccc(Cl)cc1>>Clc1ccc(NC2=NN(c3ccccc3)CC2)cc1
1.6.2,2.1.1,CC(C)(Br)C(=O)Br.COC(=O)C12CC3CC(C1)C(NNC(=O)OCc1ccccc1)C(C3)C2>>COC(=O)C12CC3CC(C1)C(N(NC(=O)OCc1ccccc1)C(=O)C(C)(C)Br)C(C3)C2
6.2.2,1.7.7,C1CCOC1.CN(C)C=O.COC(=O)[C@H]1CCCC(Oc2ncc(-c3ccccc3)c(-c3ccccc3)n2)C1.COC(=O)[C@H]1CCC[C@@H](O)C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)P(F)(F)(c1ccccc1)c1ccccc1.O=C(N=NC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.Oc1ncc(-c2ccccc2)c(-c2ccccc2)n1>>O=C(O)[C@H]1CCCC(Oc2ncc(-c3ccccc3)c(-c3ccccc3)n2)C1
1.6.4,7.2.1,Cc1ccccc1.Cl.Clc1ccc2nc(Cl)sc2c1.O=C1NNC(c2ccccc2)C1c1ccccc1.[H-].[Na+]>>O=C1NN(c2nc3ccc(Cl)cc3s2)C(c2ccccc2)C1c1ccccc1
10.4.2,1.6.2,CN(C)C=O.O=C1CCCc2[nH]c3cc(F)ccc3c21>>Cn1c2c(c3ccc(F)cc31)C(=O)CCC2
1.6.2,1.3.6,CC(C)(C)[O-].Cc1ccccc1.ClCCl.Clc1ccnc2cc(Br)cnc12.N=C(c1ccccc1)c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Na+].[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1>>Clc1ccnc2cc(N=C(c3ccccc3)c3ccccc3)cnc12
6.2.2,1.7.6,COC(=O)c1ccc(C(=O)Cl)cc1.COC(=O)c1ccc(C(=O)Nc2nn(Cc3cccc(Cl)c3)c3cc(F)ccc23)cc1.Nc1nn(Cc2cccc(Cl)c2)c2cc(F)ccc12>>O=C(O)c1ccc(C(=O)Nc2nn(Cc3cccc(Cl)c3)c3cc(F)ccc23)cc1
6.3.7,1.6.4,COC(=O)C(CCCCl)(OC)c1ccc(OC)cc1.COC(=O)C(OC)c1ccc(OC)cc1.ClCCCI>>COC(=O)C(O)c1ccc(OC)cc1
1.8.5,5.1.1,C(=NC1CCCCC1)=NC1CCCCC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(C)OC(=O)[C@@H]1CCCN1.NCCSC[C@H](N)C(=O)O.N[C@@H](CS)C(=O)O.O=C(NCCI)OCc1ccccc1>>N[C@@H](CSCCNC(=O)OCc1ccccc1)C(=O)O
10.1.1,10.1.5,CC(C)N1CCN(c2cnccn2)CC1.ClCCl.O=C([O-])[O-].O=C1CCC(=O)N1Br.[Na+].[Na+]>>CC(C)N1CCN(c2cnccn2)CC1Br
10.4.2,1.7.9,CCCC(CCC)NC(=O)c1ccc(O)c(N)c1.CCCC(CCC)NC(=O)c1ccc2oc(S)nc2c1.CCO>>CCCC(CCC)NC(=O)c1ccc2oc(SC)nc2c1
10.4.2,1.7.9,CC(C)=O.COC(=O)C(C)Cl.COC(=O)COc1ccc2cc(C(C)C(=O)OC)ccc2c1.O=C([O-])[O-].[I-].[K+].[K+].[Na+]>>COC(=O)C(C)Oc1ccc2cc(C(C)C(=O)OC)ccc2c1
1.3.7,1.3.8,CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(Cl)cc21.CN1CCNCC1.O>>CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(N3CCN(C)CC3)cc21
8.1.4,8.1.5,CCN(CC)CC.CS(C)=O.Cc1cn([C@H]2C[C@H](O[SiH2]C(C)(C)C(C)C)C(CO)(CO)O2)c(=O)[nH]c1=O.ClCCl.O=C(Cl)C(=O)Cl>>Cc1cn([C@H]2C[C@H](O[SiH2]C(C)(C)C(C)C)[C@@](C=O)(CO)O2)c(=O)[nH]c1=O
2.1.1,2.6.1,CCOC(C)=O.COC(=O)[C@@](C)(N)Cc1ccc(O)cc1.Cl.O=C(Cl)OCc1ccccc1.O=C([O-])O.[Na+]>>COC(=O)[C@](C)(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1
7.2.1,1.2.4,CC(=O)O.CC(=O)O.CN(C)C=O.NS(=O)(=O)c1cc2c(cc1Cl)C(=O)N(Cc1ccccn1)C2=O.O=C1NC(=O)c2ccccc21.[Zn].[Zn]>>Cl.NS(=O)(=O)c1cc2c(cc1Cl)CN(Cc1ccccn1)C2=O
6.2.2,1.7.6,COC(=O)C(N)(Cc1cnc[nH]1)C(F)F.Cl.Cl.Cl>>Cl.NC(Cc1cnc[nH]1)(C(=O)O)C(F)F
7.1.1,2.2.3,CC#N.CCN(CC)CC.COC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.O=CO>>COC(=O)c1cc(N)cc([N+](=O)[O-])c1
6.2.2,3.1.1,CCO.COC(=O)[C@@](N)(OCc1ccccc1)[C@H](C#Cc1ccccc1)S(=O)(=O)c1ccc(-c2ccc(OC)cc2)cc1.COc1ccc(B(O)O)cc1.O.O=C([O-])[O-].[Na+].[Na+].c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.c1ccccc1>>COc1ccc(-c2ccc(S(=O)(=O)[C@@H](C#Cc3ccccc3)[C@](N)(OCc3ccccc3)C(=O)O)cc2)cc1
1.2.4,10.4.2,C1CCOC1.CCCCCC.COS(=O)(=O)OC.Cc1ccccc1NC1(C)OCC(C)O1.O.[Li]CCCC>>Cc1ccccc1N(C)C1(C)OCC(C)O1
8.1.4,1.2.1,C=O.CCCCCCCCCCCCCCCCCC(O)(CO)CO>>CCCCCCCCCCCCCCCCCC(O)(C=O)CO
1.6.2,1.6.8,COc1ccc(Br)cc1.O=C([O-])[O-].[K+].[K+].c1ccc2[nH]ccc2c1>>COc1ccc(-n2ccc3ccccc32)cc1
2.1.1,5.1.1,CC(C)C[C@H](N)C(=O)O.O.O=C(F)OC12CC3CC(CC(C3)C1)C2.O=C([O-])[O-].[K+].[K+]>>CC(C)C[C@H](NC(=O)OC12CC3CC(CC(C3)C1)C2)C(=O)O
1.3.7,1.3.8,CCOC(=O)c1c(N)sc2ccccc12.CS(C)=O.O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl>>CCOC(=O)c1c(Nc2cc(Cl)c(Cl)cc2[N+](=O)[O-])sc2ccccc12
6.3.7,6.2.2,CO.COC(=S)c1cnc(C)c(OC(C)C)c1.O.[K+].[OH-]>>Cc1ncc(C(O)=S)cc1OC(C)C
1.3.7,1.2.4,CCCNCCC.CCOC(=O)c1c(C(F)(F)F)nc(C(F)(F)F)c(C(=O)OC)c1Cl.CN(C)C=O>>CCCN(CCC)c1c(C(=O)OC)c(C(F)(F)F)nc(C(F)(F)F)c1C(=O)OCC
10.1.2,2.1.1,CC(C)(C)N(N)C(=O)c1ccccc1.O=C(Cl)c1ccc(Cl)cc1>>CC(C)(C)N(N)C(=O)c1ccc(Cl)cc1
1.3.7,1.3.8,C1COCCN1.CCOc1ccc(-c2nc(-c3ccc(Cl)c([N+](=O)[O-])c3)cs2)cc1OCC.CN(C)C=O.CS(C)=O>>CCOc1ccc(-c2nc(-c3ccc(N4CCOCC4)c([N+](=O)[O-])c3)cs2)cc1OCC
5.1.1,1.3.8,C1COCCO1.CC(C)(C)OC(=O)NCCC(=O)O.CCN(CC)CC.NCCCC(=O)O>>CC(C)(C)OC(=O)NCCCC(=O)O
6.2.1,2.6.3,C1CCOC1.CC(C)(C)[O-].CCOC(=O)C1(CC(CC)CC)CCCCC1.O.O=S(=O)(O)O.[K+]>>CCC(CC)CC1(C(=O)O)CCCCC1
6.3.7,1.7.4,C1CCOC1.CCOC(=O)C=Cc1c(OC)c(=O)[nH]c2cc(Cl)ccc2c1=O.Cl.O.O.[Li+].[OH-]>>CCOC(=O)/C=C/c1c(O)c(=O)[nH]c2cc(Cl)ccc2c1=O
2.1.1,2.6.1,C1CCOC1.CCOC(C)=O.N#Cc1c(Oc2ccc(F)c(NC(=O)C(F)(F)F)c2)ccc2nc(N)sc12.O=C(Cl)C1CC1.c1ccncc1>>N#Cc1c(Oc2ccc(F)c(NC(=O)C(F)(F)F)c2)ccc2nc(NC(=O)C3CC3)sc12
1.7.4,10.4.2,C1CCOC1.CCN(CC)S(F)(F)F.CCOC(=O)c1cn2c3c(c(F)c(F)cc3c1=O)CCN2CO.CO>>CCOC(=O)c1cn2c3c(c(F)c(F)cc3c1=O)CCN2COC
